"reefName","cotsPerTowMaxImput","cotsPerTowMeanImput","cotsPerTowMedianImput","x","y","area"
"U/N Reef (20-457)",0.171550671550672,0.0310561811561438,0.00793650793650794,150.58520508,-20.21082687,513098.9442
"U/N Reef (20-458)",0.460184742793438,0.135339334415562,0.0232014452938366,150.58978271,-20.44947815,229129.1375
"U/N Reef (20-459)",0.460184742793438,0.0925830634184846,0.00549450549450549,150.59481812,-20.37755775,183073.0011
"U/N Reef (20-460)",0.604244744751326,0.269956266744003,0.0219171463611009,150.60174561,-20.58701515,614481.0724
"U/N Reef (20-626)",0.0611111111111111,0.00903997565025932,0.00307422046552481,148.67433167,-20.18635941,310656.0771
"U/N Reef (20-628)",0.0611111111111111,0.0240171471725965,0.00324551497320376,148.77580261,-20.25955772,540604.2624
"U/N Reef (20-629)",0.0611111111111111,0.0296419105158429,0.00432735329760501,148.78921509,-20.27570343,61147.39008
"Sandpiper Reef (21-053)",3.23083164300203,0.345568241163739,0.0184577155866511,150.08183289,-21.02591896,1138612.411
"Prince Reef (21-054)",2.80152570773437,0.286573691417542,0.0232869680086697,150.25622559,-21.06552696,739531.9479
"Alarm Reef (21-055)",3.1851133256901,0.30418121268132,0.024839432542581,150.23887634,-21.11513329,181715.7109
"U/N Reef (21-056a)",0.703147159453295,0.262858940524287,0.0232869680086697,150.5085907,-21.05124092,1425875.904
"U/N Reef (21-056b)",2.33085657639829,0.262858940524287,0.0232869680086697,150.45472717,-21.07901001,49642996.18
"U/N Reef (20-354)",0.0952380952380952,0.0224608724608725,0,150.95201111,-20.97310638,1137262.411
"U/N Reef (20-355)",0.0696194732891981,0.136193774997203,0.0296125090690308,151.01493835,-20.53880119,741856.0139
"U/N Reef (20-356)",0.036697247706422,0.148575027269676,0.0323045553480336,151.08761597,-20.53092194,902695.6201
"U/N Reef (20-357)",0.481562431053855,0.136193774997203,0.0296125090690308,151.00131226,-20.61915016,210436.0566
"U/N Reef (20-358)",0.481562431053855,0.136193774997203,0.0296125090690308,151.03184509,-20.63998795,3519103.716
"U/N Reef (20-359)",0.481562431053855,0.136193774997203,0.0296125090690308,151.04504395,-20.65534019,2963543.98
"U/N Reef (20-360)",0.760249944843084,0.136193774997203,0.0296125090690308,151.01408386,-20.67880058,989953.7741
"U/N Reef (20-361)",0.760249944843084,0.129165606628718,0.0273346237560284,150.9949646,-20.69497871,3169839.09
"U/N Reef (20-362)",0.760249944843084,0.136193774997203,0.0296125090690308,151.03617859,-20.68518829,519534.965
"U/N Reef (20-363)",0.481562431053855,0.136193774997203,0.0296125090690308,151.0743103,-20.66946983,837063.1533
"U/N Reef (20-461)",0.253663003663004,0.0660241338886964,0.00714285714285714,150.60600281,-20.2727375,684889.4447
"U/N Reef (20-462)",0.253663003663004,0.0603926191685767,0.00649350649350649,150.6085968,-20.32735062,3776.044086
"U/N Reef (20-463)",0.338217338217338,0.135339334415562,0.0232014452938366,150.63018799,-20.44201088,12076.50155
"U/N Reef (20-464)",0.338217338217338,0.0943108228385517,0.00549450549450549,150.63145447,-20.37263298,40250.24502
"U/N Reef (20-465)",0.338217338217338,0.0943108228385517,0.00549450549450549,150.6325531,-20.38067055,79066.73155
"U/N Reef (20-466)",0.325396825396825,0.0345909815784395,0.00892857142857143,150.63529968,-20.26913643,99988.93764
"U/N Reef (20-467)",0.338217338217338,0.0943108228385517,0.00549450549450549,150.63607788,-20.37752151,276107.3957
"U/N Reef (20-468)",0.238095238095238,0.0345909815784395,0.00892857142857143,150.63743591,-20.23855591,84802.16362
"U/N Reef (20-469)",0.338217338217338,0.142234470256164,0.0236900072552246,150.65040588,-20.49994469,71257535.4
"U/N Reef (20-470)",0.338217338217338,0.125000254827358,0.0253821506305978,150.67713928,-20.47095871,1708464.871
"U/N Reef (20-471)",0.338217338217338,0.125000254827358,0.0253821506305978,150.67860413,-20.48099518,130043.8344
"U/N Reef (20-630)",0.0611111111111111,0.0274481681972531,0.00370915996937573,148.79733276,-20.27743721,28333.11923
"U/N Reef (20-631)",0.0611111111111111,0.0108479707803112,0.00368906455862978,148.81994629,-20.33912468,967996.0479
"U/N Reef (20-636)",0.0611111111111111,0.00431853700342811,0,148.90036011,-20.47769928,180966.3264
"U/N Reef (20-637)",0.0611111111111111,0.00431853700342811,0,148.90539551,-20.50421715,547926.2157
"U/N Reef (21-056c)",2.58129363189554,0.262858940524287,0.0232869680086697,150.42358398,-21.05682755,113096.0532
"U/N Reef (21-056d)",2.12761853265645,0.262858940524287,0.0232869680086697,150.48957825,-21.04085922,1337945.815
"U/N Reef (21-057)",0.844742601226859,0.294796266475918,0.0266136777241939,150.48146057,-21.12298584,46700769.52
"Vernon Rocks Reef (21-058)",0.448275862068966,0.440779311025062,0.0207421289355322,150.3092804,-21.46756744,59232.49505
"U/N Reef (20-364)",0.385249944843084,0.144354248048896,0.0323045553480336,151.08856201,-20.69314384,308085.5284
"U/N Reef (20-365)",0.385249944843084,0.136193774997203,0.0296125090690308,151.06295776,-20.69101715,235521.9788
"U/N Reef (20-366)",0.385249944843084,0.144354248048896,0.0323045553480336,151.11099243,-20.71712112,7573408.366
"U/N Reef (20-367)",0.385249944843084,0.144354248048896,0.0323045553480336,151.15357971,-20.7178154,1685232.623
"U/N Reef (20-368)",0.385249944843084,0.144354248048896,0.0323045553480336,151.15126038,-20.73327637,923914.5346
"Cockatoo Reef (No 1) (20-369a)",0.547117307540978,0.129165606628718,0.0273346237560284,151.01576233,-20.74736214,85533207.92
"Cockatoo Reef (No 2) (20-369b)",0.760249944843084,0.129165606628718,0.0273346237560284,150.99488831,-20.70257759,138321.487
"Cockatoo Reef (No 3) (20-369c)",0.63354162070257,0.136193774997203,0.0296125090690308,151.04144287,-20.71847916,70810.9377
"Cockatoo Reef (No 4) (20-369d)",0.63354162070257,0.136193774997203,0.0296125090690308,151.04820251,-20.72468758,25566.63439
"U/N Reef (20-472)",0.238095238095238,0.0395325503753594,0.0102040816326531,150.68087769,-20.24599648,66763.22708
"U/N Reef (20-473)",0.488095238095238,0.125000254827358,0.0253821506305978,150.69012451,-20.48028755,172607.6818
"U/N Reef (20-474)",0.488095238095238,0.125000254827358,0.0253821506305978,150.69316101,-20.46883392,2405391.299
"U/N Reef (20-475)",0,0.0395325503753594,0.0102040816326531,150.69999695,-20.17978096,110843.4307
"U/N Reef (20-476)",0.488095238095238,0.125000254827358,0.0253821506305978,150.70730591,-20.46684074,114066.4085
"U/N Reef (20-477)",0.253221930974225,0.117183213593272,0.0236900072552246,150.71562195,-20.52830124,306145.2309
"U/N Reef (20-478)",0.488095238095238,0.125000254827358,0.0253821506305978,150.72010803,-20.46941948,1304279.382
"U/N Reef (20-479)",0.773396193953633,0.117183213593272,0.0236900072552246,150.72210693,-20.62629128,72696.54865
"U/N Reef (20-480)",0.238095238095238,0.0461213087712527,0.0119047619047619,150.72412109,-20.22906494,63356.09858
"U/N Reef (20-638)",0.0583333333333333,0.00431853700342811,0,148.91673279,-20.53463364,95774.44403
"U/N Reef (20-642)",0.0611111111111111,0.0240171471725965,0.00324551497320376,148.93348694,-20.3204937,19873.25623
"U/N Reef (20-800)",1.68615655106338,0.222537851247498,0.00554187192118227,149.98268127,-20.30686188,884824.0859
"(Big) Stevens Reef (20-295)",4.1183144383729,0.245545298934936,0.00591133004926108,150.12597656,-20.57020569,50873624.94
"Liff Reef (20-296)",4.1183144383729,0.262809523584135,0.00633356790992259,150.24191284,-20.51556396,3018532.543
"Creal Reef (20-297)",0.476190476190476,0.0464285714285714,0,150.38142395,-20.53423691,1720946.625
"Rip Reef (20-370a)",0.547117307540978,0.144354248048896,0.0323045553480336,151.06796265,-20.80563736,16260846.67
"U/N Reef (20-370b)",0.547117307540978,0.116623165338911,0.0253821506305978,151.05781555,-20.88191795,2682678.947
"U/N Reef (20-371)",0.547117307540978,0.132324727378155,0.0296125090690308,151.08732605,-20.80488396,7558314.149
"U/N Reef (20-372)",0.385249944843084,0.133464096533745,0.0272540502975286,151.19795227,-20.76546669,682562.6705
"U/N Reef (20-373)",0.385249944843084,0.133464096533745,0.0272540502975286,151.19706726,-20.77748299,926992.3545
"U/N Reef (20-374)",0.63354162070257,0.132324727378155,0.0296125090690308,151.15711975,-20.79952049,82539979.28
"U/N Reef (20-375)",0.84829286148966,0.129165606628718,0.0273346237560284,151.00276184,-20.81661987,1732267.205
"U/N Reef (20-481)",0,0.0461213087712527,0.0119047619047619,150.73225403,-20.21859932,210396.5058
"U/N Reef (20-482)",0.488095238095238,0.125000254827358,0.0253821506305978,150.7336731,-20.46549034,1961310.411
"U/N Reef (20-483)",0.488095238095238,0.131167383182778,0.0273346237560284,150.73698425,-20.42467499,364092.0406
"U/N Reef (20-484)",0,0.0461213087712527,0.0119047619047619,150.73745728,-20.2263031,76867.90934
"U/N Reef (20-485)",0.488095238095238,0.131167383182778,0.0273346237560284,150.73765564,-20.43253517,1110959.136
"U/N Reef (20-486)",0.488095238095238,0.0702106008868104,0.00595238095238095,150.74639893,-20.35470009,3327.1247
"U/N Reef (20-487)",0.488095238095238,0.131167383182778,0.0273346237560284,150.74743652,-20.41424179,7695.923856
"U/N Reef (20-488)",0.488095238095238,0.131167383182778,0.0273346237560284,150.75558472,-20.44333839,191736.2344
"U/N Reef (20-489)",0.488095238095238,0.131167383182778,0.0273346237560284,150.76071167,-20.4205246,32253.5493
"U/N Reef (20-490)",0.488095238095238,0.131167383182778,0.0273346237560284,150.7641449,-20.40253448,31536.11852
"Martin Islet Reef (20-803)",0.0611111111111111,0.0748708269242,0.00932291370262635,149.068573,-20.28569221,41543.25227
"Warland Reef (20-298)",2.79535138803404,0.254528438796221,0.0206995271188175,150.38172913,-20.60163498,11672527.62
"U/N Reef (20-299a)",0.655692071546644,0.241539817613055,0.0196100783230902,150.43440247,-20.60325623,9820675.356
"U/N Reef (20-299b)",2.81146842314368,0.241539817613055,0.0196100783230902,150.38963318,-20.64429283,27747947.8
"U/N Reef (20-376)",0.547117307540978,0.113068233270853,0.0230611194825242,151.18582153,-20.86876297,5463758.075
"Olympic Reef (20-377)",0.385249944843084,0.113068233270853,0.0230611194825242,151.22941589,-20.84253693,36013229.45
"U/N Reef (20-378a)",0.385249944843084,0.125994779513569,0.0271372064390459,151.24801636,-20.86843872,13306775.47
"U/N Reef (20-378b)",0.325803525464475,0.116995152405457,0.0251988345505426,151.23944092,-20.92861366,7004407.497
"U/N Reef (20-491)",0,0.0461213087712527,0.0119047619047619,150.76615906,-20.15852928,10158119.19
"U/N Reef (20-492)",0.488095238095238,0.131167383182778,0.0273346237560284,150.76966858,-20.40394783,6435.641458
"U/N Reef (20-493)",NaN,0.0461213087712527,0.0119047619047619,150.77006531,-20.20286369,184888.4609
"U/N Reef (20-494)",0.773396193953633,0.117183213593272,0.0236900072552246,150.77278137,-20.70088959,33660.95008
"U/N Reef (20-495)",0.488095238095238,0.131167383182778,0.0273346237560284,150.77822876,-20.45646095,409707.6804
"U/N Reef (20-496)",0.773396193953633,0.117183213593272,0.0236900072552246,150.77981567,-20.70519066,904642.8594
"U/N Reef (20-497)",0.197508149343012,0.117183213593272,0.0236900072552246,150.77983093,-20.57594681,33721.50752
"Southampton Reef (20-299c)",0.655692071546644,0.254958696369336,0.0206995271188175,150.45018005,-20.64879608,34879553.31
"Briggs Reef (No 1) (20-299d)",0.5,0.119791666666667,0.0555555555555556,150.45161438,-20.68408012,351712.1924
"Briggs Reef (No 2) (20-299e)",0.655692071546644,0.269956266744003,0.0219171463611009,150.45111084,-20.67592812,144141.7144
"Briggs Reef (No 3) (20-299f)",2.32793543614604,0.269956266744003,0.0219171463611009,150.44659424,-20.68468094,76944.59941
"Briggs Reef (No 4) (20-299g)",2.32793543614604,0.269956266744003,0.0219171463611009,150.44894409,-20.68940353,158715.4728
"U/N Reef (20-299h)",0.655692071546644,0.269956266744003,0.0219171463611009,150.45669556,-20.68958282,45152.53501
"U/N Reef (20-299j)",0.655692071546644,0.269956266744003,0.0219171463611009,150.46110535,-20.69063568,31903.96243
"U/N Reef (20-379)",0.547117307540978,0.116995152405457,0.0251988345505426,151.19142151,-20.90111923,2373660.388
"U/N Reef (20-380)",0.84829286148966,0.116623165338911,0.0253821506305978,151.04281616,-20.91514969,16756977.88
"U/N Reef (20-381)",0.0522146049668985,0.101060233916535,0.0320712439734179,151.33424377,-20.83993912,1070510.682
"U/N Reef (20-382)",0.385249944843084,0.101060233916535,0.0320712439734179,151.30485535,-20.88574791,71948180.94
"U/N Reef (20-383)",0.547117307540978,0.116995152405457,0.0251988345505426,151.21084595,-20.93144608,979571.7933
"U/N Reef (20-384)",0.547117307540978,0.116995152405457,0.0251988345505426,151.20602417,-20.89480209,497747.2177
"U/N Reef (20-385)",0.385249944843084,0.0932080656874532,0.0293986403089664,151.32629395,-20.94240761,28824449.05
"U/N Reef (20-498)",0.488095238095238,0.131167383182778,0.0273346237560284,150.78256226,-20.41401482,984082.264
"U/N Reef (20-499)",NaN,0.0461213087712527,0.0119047619047619,150.79714966,-20.20373344,164836.3285
"U/N Reef (20-500)",0.237009779211614,0.125553443135649,0.0253821506305978,150.79832458,-20.56061745,139184.3921
"U/N Reef (20-501)",NaN,0.037412068682832,0.00793650793650794,150.80343628,-20.3007412,136921.7553
"U/N Reef (20-502)",0.483740033400983,0.117183213593272,0.0236900072552246,150.84185791,-20.59078407,194032.5761
"U/N Reef (20-503)",NaN,0.0347588427118244,0.0111111111111111,150.84187317,-20.24764824,252013.1534
"U/N Reef (20-504)",NaN,0.0347588427118244,0.0111111111111111,150.85157776,-20.26314926,192586.2462
"U/N Reef (20-505)",0.485249944843084,0.120189242119274,0.0253821506305978,150.87559509,-20.59356499,343132.2267
"U/N Reef (20-506)",0.485249944843084,0.120189242119274,0.0253821506305978,150.87902832,-20.58362961,547107.8713
"U/N Reef (20-826)",0.0611111111111111,0.0296419105158429,0.00432735329760501,148.96473694,-20.36758232,11530.77778
"U/N Reef (20-827)",0.0611111111111111,0.0296419105158429,0.00432735329760501,148.96308899,-20.36922455,12086.32433
"U/N Reef (20-830)",0.0611111111111111,0.00431853700342811,0,148.8915863,-20.48501778,15361.48224
"U/N Reef (20-300)",0.655692071546644,0.254958696369336,0.0206995271188175,150.46575928,-20.63415337,660890.858
"Cole Reefs (No2) (20-301a)",2.79535138803404,0.318986068766529,0.0170378913107549,150.23072815,-20.6812706,7076535.439
"Cole Reefs (No3) (20-301b)",2.79535138803404,0.268179472110065,0.0219171463611009,150.28713989,-20.65514565,8664020.936
"Cole Reefs (No1) (20-302)",2.51581624923063,0.318986068766529,0.0170378913107549,150.18609619,-20.70088959,4552261.198
"U/N Reef (20-303)",2.32793543614604,0.269956266744003,0.0219171463611009,150.41532898,-20.68364525,27028077.49
"U/N Reef (20-386)",0.547117307540978,0.116995152405457,0.0251988345505426,151.18351746,-20.96024895,6031669.587
"U/N Reef (20-387)",0.547117307540978,0.109651089922929,0.0235189122471731,151.24668884,-20.97012901,4937605.612
"U/N Reef (20-388a)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.35620117,-20.95941734,3627794.455
"U/N Reef (20-388b)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.34489441,-21.01217842,1011861.979
"U/N Reef (20-388c)",0.32104162070257,0.0932080656874532,0.0293986403089664,151.33882141,-20.9841404,4041632.656
"U/N Reef (20-389)",0.0329838357361293,0.0932080656874532,0.0293986403089664,NaN,NaN,NaN
"U/N Reef (20-390)",0.32104162070257,0.126520488372611,0.0271372064390459,151.30265808,-20.98554993,2207379.575
"U/N Reef (20-507)",NaN,0.029892362715921,0.00793650793650794,150.8793335,-20.30348587,3570420.78
"U/N Reef (20-508)",0.614464246316489,0.120189242119274,0.0253821506305978,150.89068604,-20.64827156,68619.25957
"U/N Reef (20-509)",0.716874954035903,0.120189242119274,0.0253821506305978,150.89207458,-20.62711716,1302901.934
"U/N Reef (20-510)",0.716874954035903,0.120189242119274,0.0253821506305978,150.89251709,-20.63371086,79389.12042
"U/N Reef (20198)",NaN,0.148188833376988,0.0323045553480336,150.89404297,-20.43728828,3717162.291
"U/N Reef (20-512)",0.177214604966899,0.120189242119274,0.0253821506305978,150.89437866,-20.57236481,65101.61143
"U/N Reef (20-513)",0.716874954035903,0.120189242119274,0.0253821506305978,150.89878845,-20.64043999,344792.046
"U/N Reef (20-854)",0.676837437924394,0.0672868917957619,0.00555533871107642,149.94174194,-20.04980278,62527.97976
"Oom Shoal (21-002)",NaN,0,0,149.30378723,-21.05428314,542287.2338
"Slade (Oyster) Island Reef (21-004)",NaN,0,0,149.24345398,-21.09716797,74467.41953
"Downward Patches (No 1) (21-005a)",NaN,0,0,149.29124451,-21.12581825,612113.6009
"McIntyre Reef (20-304)",0.791170730263684,0.269956266744003,0.0219171463611009,150.4682312,-20.71710205,5465796.954
"Goble Reefs (East) (20-305)",2.05172777554877,0.269956266744003,0.0219171463611009,150.4846344,-20.78170204,19894940.42
"Goble Reefs (West) (20-306)",2.23125547542383,0.269956266744003,0.0219171463611009,150.45376587,-20.80457306,3072823.358
"Chauvel Reefs (North) (20-307)",2.28264189253143,0.269956266744003,0.0219171463611009,150.37608337,-20.81850624,46153449.66
"U/N Reef (20-391)",0,0.0863534729927058,0.0271372064390459,151.47769165,-20.99131012,38933677.54
"U/N Reef (20-392)",NaN,0.0320421542256546,0.0147007013116649,151.96899414,-20.88855743,9752778.662
"U/N Reef (20-393)",0.0275689223057644,0.0120758919930834,0.0055461976385413,152.17993164,-20.93001175,1293231.576
"U/N Reef (20-394)",0.0163934426229508,0.0280368849474478,0.0128631136477068,152.07206726,-20.94542694,3926024.614
"U/N Reef (20-395)",0.0275689223057644,0.0197430327139508,0.00687837032751736,152.25144958,-20.96151733,4270179.838
"Newell Reef (20-396)",0.0275689223057644,0.0197146443590527,0.00625306393410669,152.27848816,-20.9671917,7329301.599
"U/N Reef (20-514)",0.614464246316489,0.129165606628718,0.0273346237560284,150.89953613,-20.6640892,61088.13761
"U/N Reef (20-515)",0.614464246316489,0.129165606628718,0.0273346237560284,150.90023804,-20.6577301,463392.8137
"U/N Reef (20-516)",0.614464246316489,0.129165606628718,0.0273346237560284,150.90068054,-20.64913177,1216474.723
"U/N Reef (20-517)",0.907221432918232,0.129165606628718,0.0273346237560284,150.90887451,-20.68639565,121958.4564
"U/N Reef (20-518)",0.716874954035903,0.129165606628718,0.0273346237560284,150.91062927,-20.64838219,13144.01158
"U/N Reef (20-519)",0.716874954035903,0.129165606628718,0.0273346237560284,150.91371155,-20.6439476,323684.2934
"U/N Reef (20-520)",0.678634289191728,0.129165606628718,0.0273346237560284,150.92817688,-20.83177948,155476.9565
"U/N Reef (20-521)",NaN,0.100152207077058,0.0344424094424094,150.93312073,-20.36883736,173490.488
"U/N Reef (20-522)",0.036697247706422,0.162658066365037,0.035535010882837,150.94854736,-20.44281387,228741.2675
"Downward Patches (No 2) (21-005b)",NaN,0,0,149.29116821,-21.13578224,81425.90135
"Downward Patches (No 3) (21-005c)",NaN,0,0,149.28883362,-21.14499474,754206.6829
"Downward Patches (No 4) (21-005d)",NaN,0,0,149.29614258,-21.15441513,200189.0166
"Downward Patches (No 5) (21-005e)",NaN,0,0,149.3164978,-21.16030502,145126.8413
"Downward Patches (No 6) (21-005f)",NaN,0,0,149.28651428,-21.1625309,1100535.43
"Downward Patches (No 7) (21-005g)",NaN,0,0,149.31059265,-21.17144203,128974.8777
"Dangerous Reef (21-006)",NaN,0,0,149.24497986,-21.13315773,142197.1379
"Flat Top Reef (21-007)",NaN,0,0,149.23910522,-21.16073608,1330128.079
"Chauvel Reefs (South) (20-308)",2.28264189253143,0.269956266744003,0.0219171463611009,150.37882996,-20.85866737,12085683.85
"Tern Reef (20-309)",15.7058823529412,2.44799484448952,0.0172413793103448,150.03265381,-20.90947533,3078293.992
"Bushy-Redbill Reef (20-310)",3.40248907444751,0.345568241163739,0.0184577155866511,150.08032227,-20.96219444,9584203.9
"U/N Reef (20-397)",0.0206766917293233,0.0210026872782031,0.00687837032751736,152.395401,-20.98940277,3725563.738
"U/N Reef (20-398)",0.0163934426229508,0.0249216755088425,0.0114338787979616,152.06420898,-20.98535919,3667034.09
"U/N Reef (20-399)",0.0160031225604996,0.0276728129093055,0.0102904909181654,152.08602905,-20.9924736,926187.927
"U/N Reef (20-400)",0.0198200419080488,0.0276728129093055,0.0102904909181654,152.11026001,-21.00201988,1020317.977
"Deliverance Bank (20-401)",0.0492753623188406,0.0240971480851635,0.00595238095238095,150.40492249,-20.01510048,3036182.722
"Sheriff Shoal (20-402)",1.07930488248811,0.222537851247498,0.00554187192118227,150.14631653,-20.24425697,576458.7001
"U/N Reef (20-523)",NaN,0.0858447489231929,0.029522065236351,150.95367432,-20.39195442,1509023.073
"U/N Reef (20-524)",NaN,0.137538887881983,0.0444187636035462,150.96955872,-20.41433525,657219.0486
"U/N Reef (20-527)",0.75403809910192,0.129165606628718,0.0273346237560284,150.98086548,-20.79942322,641469.1843
"U/N Reef (20-531)",NaN,0.137538887881983,0.0444187636035462,150.98748779,-20.43544197,174945.7728
"U/N Reef (20-540)",0.84829286148966,0.129165606628718,0.0273346237560284,151.01452637,-20.81394577,176147.3018
"U/N Reef (20-543)",0.036697247706422,0.162658066365037,0.035535010882837,151.02200317,-20.47303963,423441.7451
"U/N Reef (20-545)",0.0696194732891981,0.136193774997203,0.0296125090690308,151.03488159,-20.55537224,188461.9917
"U/N Reef (20-546)",0.036697247706422,0.162658066365037,0.035535010882837,151.03692627,-20.48509979,603787.1313
"U/N Reef (20-548)",0.036697247706422,0.162658066365037,0.035535010882837,151.05152893,-20.49710083,328237.9436
"U/N Reef (20-370d)",0.547117307540978,0.116623165338911,0.0253821506305978,151.06800842,-20.86791801,75519.49546
"Round Top Reef (21-009)",NaN,0,0,149.26547241,-21.17368317,213140.1177
"Dudgeon Ledge (21-012)",NaN,0,0,149.26849365,-21.2673378,328093.389
"Hay Reef (21-013)",NaN,0,0,149.28677368,-21.27493477,492848.7627
"Highwater Reef (21-014)",NaN,0,0,149.30187988,-21.29310036,93721.52409
"Victor Reef (21-015)",NaN,0,0,149.32537842,-21.32810211,1286255.727
"Coral Point Reef (21-016)",NaN,0,0,149.31916809,-21.37216187,414801.9597
"U/N Reef (21-018)",NaN,0,0,149.3334198,-21.41295242,307618.3388
"U/N Reef (20-311)",0.337629241298966,0.117183213593272,0.0236900072552246,150.71107483,-20.51370049,495727.2552
"U/N Reef (20-312)",0.268348623853211,0.13176312443786,0.0273346237560284,150.86186218,-20.51245499,940667.0293
"U/N Reef (20-313)",0.337629241298966,0.125553443135649,0.0253821506305978,150.80178833,-20.52220154,1609421.106
"U/N Reef (20-314)",0.337629241298966,0.117183213593272,0.0236900072552246,150.75843811,-20.52812195,284240.5307
"U/N Reef (20-315a)",0.685322958614884,0.269956266744003,0.0219171463611009,150.56150818,-20.56393242,47386384.1
"U/N Reef (20-315b)",0.306789828528959,0.269956266744003,0.0219171463611009,150.57614136,-20.54076958,83089.90564
"U/N Reef (20-315c)",0.685322958614884,0.269956266744003,0.0219171463611009,150.59217834,-20.56747246,175013.2649
"U/N Reef (20-316)",0.217962160163995,0.125553443135649,0.0253821506305978,150.75408936,-20.54816246,91832.68477
"U/N Reef (20-317)",0.217962160163995,0.117183213593272,0.0236900072552246,150.72323608,-20.56340408,530253.1994
"U/N Reef (20-318)",0.197508149343012,0.125553443135649,0.0253821506305978,150.77337646,-20.56638336,935884.6611
"Pigeon Reef (20-403)",0.0611111111111111,0.00903997565025932,0.00307422046552481,148.69567871,-20.26680374,56804.65265
"U/N Reef (20-404)",0.0611111111111111,0.0108479707803112,0.00368906455862978,149.00695801,-20.40604973,6075.368155
"Coppersmith Reef (20-407)",0,0.00431853700342811,0,149.11599731,-20.59808922,22921.86168
"U/N Reef (20-370c)",0.547117307540978,0.12214590219522,0.0273346237560284,151.07331848,-20.86066246,2359626.472
"U/N Reef (20-553)",0.547117307540978,0.144354248048896,0.0323045553480336,151.07522583,-20.80616951,361.7729546
"U/N Reef (20-555)",0.547117307540978,0.132324727378155,0.0296125090690308,151.10552979,-20.82013512,288216.2256
"U/N Reef (20-556)",0.385249944843084,0.144354248048896,0.0323045553480336,151.10614014,-20.70207977,408748.8068
"U/N Reef (20-557)",0.0696194732891981,0.158789672853786,0.035535010882837,151.12008667,-20.55818939,79951.05513
"U/N Reef (20-558)",0.703147159453295,0.247396649905212,0.0219171463611009,150.61302185,-20.98432922,135015.3865
"U/N Reef (20-559)",0.703147159453295,0.294796266475918,0.0266136777241939,150.72483826,-20.98160744,825757.9296
"U/N Reef (20-560)",0.385249944843084,0.122342088489266,0.0249828794394012,151.20596313,-20.84147453,495346.7551
"U/N Reef (20-561)",0.547117307540978,0.116995152405457,0.0251988345505426,151.22149658,-20.94626999,58472.74624
"U/N Reef (20-562)",0.325803525464475,0.125994779513569,0.0271372064390459,151.25067139,-20.94625282,777596.3036
"U/N Reef (20-563)",0.325803525464475,0.136494344473033,0.0293986403089664,151.26280212,-20.94341278,938744.5197
"Freshwater Point Reef (21-019)",NaN,0,0,149.33747864,-21.42988205,389650.009
"Cullen Reef (21-020)",NaN,0,0,149.49171448,-21.42358971,168608.0879
"Irving Island Reef (21-021)",NaN,0,0,149.45828247,-21.45476913,220403.6043
"Phillips Reef (21-022)",NaN,0,0,149.49397278,-21.46794701,293842.5053
"Taffy Reef (21-023)",NaN,0,0,149.39144897,-21.4749527,601584.2157
"Glendower Point Reef (21-024)",NaN,0,0,149.39601135,-21.49760056,543335.3198
"Penrith Reef (21-025)",0,0,0,149.89796448,-21.01667213,4112704.395
"U/N Reef (20-319)",0.237009779211614,0.117183213593272,0.0236900072552246,150.82226563,-20.56455612,1203973.931
"U/N Reef (20-320)",0.237009779211614,0.117183213593272,0.0236900072552246,150.83853149,-20.56871796,780622.2721
"U/N Reef (20-321)",0.0696194732891981,0.136193774997203,0.0296125090690308,150.99772644,-20.55450821,1228110.223
"U/N Reef (20-322)",0.197508149343012,0.125553443135649,0.0253821506305978,150.74586487,-20.57420349,6478535.983
"U/N Reef (20-323)",0.485249944843084,0.120189242119274,0.0253821506305978,150.86479187,-20.58458519,516600.0918
"U/N Reef (20-324)",0.650995771059592,0.117183213593272,0.0236900072552246,150.76675415,-20.59622574,14556624.63
"Plum Pudding Reef (20-409)",0.0611111111111111,0.0274481681972531,0.00370915996937573,148.93943787,-20.33461189,77726.65241
"U/N Reef (20-410)",0,0.0611354291339861,0.0204088031533684,151.50724792,-20.86816406,267963.6959
"U/N Reef (20-411)",0,0.0519331073593053,0.0170073359611403,151.52870178,-20.96113777,724166.8056
"U/N Reef (20-412)",0,0.0559502410905089,0.0185534574121531,151.55200195,-20.89334869,2457578.313
"U/N Reef (20-564)",0.385249944843084,0.146810506187119,0.0299794553272814,151.2635498,-20.80905342,167119.6342
"U/N Reef (20-565)",0.0522146049668985,0.101060233916535,0.0320712439734179,151.29762268,-20.82970047,172994.0642
"U/N Reef (20-566)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.36462402,-20.99393082,86073.68773
"U/N Reef (20-567)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.3704071,-20.99651337,258043.1968
"U/N Reef (20-568)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.37101746,-20.95566177,8945111.949
"U/N Reef (20-569)",0.0417716839735188,0.0932080656874532,0.0293986403089664,151.37931824,-20.99149513,175331.93
"U/N Reef (20-570)",0.0439784476481724,0.0932080656874532,0.0293986403089664,151.39772034,-20.86470604,1237533.757
"Bailey Reef (21-026)",0,0.943836110249656,0.00574712643678161,149.54754639,-21.03016663,151454.6179
"Snare Peak Reef (21-027)",5.38471940500338,0.360099246194279,0.00727969348659004,149.93554688,-21.1026268,161664.7715
